答案1: 21
答案6412: 5/36
答案6413: 1/6
答案6414: 5/48
答案6415: 5/54
答案6416: 9/28
答案6417: 1/7
答案6418: 7/24
答案6419: 5/49
答案6420: 16
答案6421: 5/12
答案6422: 13
答案6423: 5/6
答案6424: 5/18
答案6425: 10
答案6426: 17/27
答案6427: 10
答案6428: 4/9
答案6429: 8/81
答案6430: 2/3
答案6431: 3/5
答案6432: 21
答案6433: 1/12
答案6434: 1/3
答案6435: 3/4
答案6436: 8/9
答案6437: 1/64
答案6438: 8/27
答案6439: 1/50
答案6440: 1/20
答案6441: 3/4
答案6442: 3
答案6443: 8
答案6444: 7
答案6445: 5/196
答案6446: 12
答案6447: 9
答案6448: 1/24
答案6449: 10
答案6450: 2/3
答案6451: 1/16
答案6452: 4
答案6453: 2/35
答案6454: 3/32
答案6455: 9
答案6456: 2/3
答案6457: 3/7
答案6458: 8
答案6459: 1/90
答案6460: 40/81
答案6461: 1/2
答案6462: 10
答案6463: 11
答案6464: 1/20
答案6465: 9
答案6466: 4/35
答案6467: 8
答案6468: 2/5
答案6469: 2
答案6470: 8
答案6471: 5/6
答案6472: 8
答案6473: 1/28
答案6474: 1/8
答案6475: 1/7
答案6476: 1/8
答案6477: 9/35
答案6478: 1/56
答案6479: 5
答案6480: 2
答案6481: 1/10
答案6482: 4/35
答案6483: 1
答案6484: 13
答案6485: 2/15
答案6486: 4/25
答案6487: 6
答案6488: 1/72
答案6489: 1/5
答案6490: 5/8
答案6491: 4/15
答案6492: 5/9
答案6493: 1/8
答案6494: 2/5
答案6495: 4/5
答案6496: 5/7
答案6497: 1/7
答案6498: 25
答案6499: 3/8
答案6500: 2/49
答案6501: 4/45
答案6502: 1
答案6503: 3/7
答案6504: 3/5
答案6505: 6
答案6506: 7
答案6507: 9
答案6508: 4/9
答案6509: 11
答案6510: 8
答案6511: 9
答案6512: 12
答案6513: 10
答案6514: 20
答案6515: 3
答案6516: 2
答案6517: 4
答案6518: 1
答案6519: 5
答案6520: 4
答案6521: 3
答案6522: 6
答案6523: 5
答案6524: 5
答案6525: 5
答案6526: 9
答案6527: 6
答案6528: 9
答案6529: 10
答案6530: 15
答案6531: 1/28
答案6532: 1/20
答案6533: 6
答案6534: 7/108
答案6535: 4
答案6536: 7/9
答案6537: 11
答案6538: 1/4
答案6539: 5/9
答案6540: 1/2
答案6541: 1
答案6542: 8
答案6543: 7
答案6544: 8
答案6545: 25/42
答案6546: 17
答案6547: 8
答案6548: 30
答案6549: 19
答案6550: 5
答案6551: 11
答案6552: 9
答案6553: 10
答案6554: 9
答案6555: 14
答案6556: 8/81
答案6557: 16
答案6558: 12
答案6559: 11
答案6560: 4/243
答案6561: 3
答案6562: 15
答案6563: 10
答案6564: 19
答案6565: 20
答案6566: 11
答案6567: 5/9
答案6568: 3
答案6569: 13
答案6570: 7
答案6571: 3/20
答案6572: 14
答案6573: 1/16
答案6574: 1/9
答案6575: 8/81
答案6576: 8
答案6577: 9
答案6578: 3/4
答案6579: 9
答案6580: 10
答案6581: 8
答案6582: 11
答案6583: 5
答案6584: 1/3
答案6585: 3
答案6586: 5
答案6587: 6
答案6588: 1
答案6589: 2
答案6590: 1/36
答案6591: 4
答案6592: 1/6
答案6593: 5/28
答案6594: 1/96
答案6595: 7
答案6596: 1/54
答案6597: 3/7
答案6598: 7/8
答案6599: 8/135
答案6600: 37/72
答案6601: 7/9
答案6602: 11
答案6603: 1/24
答案6604: 9
答案6605: 1/21
答案6606: 1/18
答案6607: 25/27
答案6608: 7
答案6609: 1/3
答案6610: 17
答案6611: 1/288
答案6612: 16
答案6613: 1/15
答案6614: 1/12
答案6615: 41
答案6616: 1/6
答案6617: 1/9
答案6618: 8/81
答案6619: 19
答案6620: 2
答案6621: 2/9
答案6622: 10
答案6623: 3
答案6624: 2
答案6625: 8
答案6626: 10
答案6627: 3
答案6628: 1/24
答案6629: 1/63
答案6630: 7
答案6631: 11
答案6632: 36/623
答案6633: 4
答案6634: 1/189
答案6635: 11
答案6636: 2/21
答案6637: 1/8
答案6638: 1/81
答案6639: 3/8
答案6640: 17
答案6641: 9/112
答案6642: 13
答案6643: 12
答案6644: 7
答案6645: 15
答案6646: 14
答案6647: 17
答案6648: 16
答案6649: 1/32
答案6650: 7/9
答案6651: 7/8
答案6652: 19
答案6653: 18
答案6654: 20
答案6655: 20
答案6656: 0
答案6657: 6
答案6658: 18
答案6659: 2/11
答案6660: 13
答案6661: 14
答案6662: 5
答案6663: 15
答案6664: 1/9
答案6665: 2/5
答案6666: 16
答案6667: 7
答案6668: 1/14
答案6669: 1/16
答案6670: 18
答案6671: 19
答案6672: 13
答案6673: 16
答案6674: 17
答案6675: 2/21
答案6676: 1/8
答案6677: 14
答案6678: 1/10
答案6679: 15
答案6680: 7/24
答案6681: 1/12
答案6682: 1/40
答案6683: 4
答案6684: 18
答案6685: 12
答案6686: 13
答案6687: 19
答案6688: 8
答案6689: 1/8
答案6690: 5/14
答案6691: 20
答案6692: 11
答案6693: 1/4
答案6694: 9
答案6695: 4/5
答案6696: 8/9
答案6697: 10
答案6698: 1/392
答案6699: 5/9
答案6700: 2/9
答案6701: 1/9
答案6702: 1/18
答案6703: 2/45
答案6704: 9
答案6705: 1/27
答案6706: 8
答案6707: 7
答案6708: 1/36
答案6709: 3
答案6710: 5
答案6711: 2/81
答案6712: 4
答案6713: 3
答案6714: 7
答案6715: 5
答案6716: 6
答案6717: 9
答案6718: 17
答案6719: 8
答案6720: 11
答案6721: 10
答案6722: 10
答案6723: 2
答案6724: 9
答案6725: 3
答案6726: 8
答案6727: 7
答案6728: 2
答案6729: 14
答案6730: 5
答案6731: 13
答案6732: 4
答案6733: 12
答案6734: 7
答案6735: 6
答案6736: 11
答案6737: 1
答案6738: 7
答案6739: 14
答案6740: 13
答案6741: 7
答案6742: 1/12
答案6743: 11
答案6744: 15
答案6745: 7
答案6746: 1/9
答案6747: 1
答案6748: 3/4
答案6749: 13
答案6750: 9
答案6751: 8
答案6752: 9
答案6753: 11
答案6754: 12
答案6755: 11
答案6756: 5/32
答案6757: 5
答案6758: 6
答案6759: 5
答案6760: 2
答案6761: 5/18
答案6762: 7
答案6763: 2/3
答案6764: 3
答案6765: 8
答案6766: 2
答案6767: 5
答案6768: 21/40
答案6769: 7/8
答案6770: 3
答案6771: 5/16
答案6772: 61/245
答案6773: 44
答案6774: 3
答案6775: 21/80
答案6776: 12
答案6777: 1/2
答案6778: 1/4
答案6779: 14
答案6780: 16
答案6781: 10
答案6782: 2/3
答案6783: 4
答案6784: 4
答案6785: 3/5
答案6786: 1/4
答案6787: 16
答案6788: 6
答案6789: 4
答案6790: 14
答案6791: 15
答案6792: 8
答案6793: 5/98
答案6794: 7
答案6795: 6
答案6796: 13
答案6797: 10
答案6798: 5
答案6799: 11
答案6800: 8
答案6801: 9
答案6802: 1/360
答案6803: 3
答案6804: 5
答案6805: 5/72
答案6806: 1/135
答案6807: 5
答案6808: 7
答案6809: 5
答案6810: 41/90
答案6811: 9
答案6812: 3/16
答案6813: 5/56
答案6814: 1/36
答案6815: 15
答案6816: 1/15
答案6817: 8/35
答案6818: 2
答案6819: 5
答案6820: 3
答案6821: 7
答案6822: 1/14
答案6823: 2
答案6824: 7/64
答案6825: 5
答案6826: 14
答案6827: 12/23
答案6828: 9/112
答案6829: 2
答案6830: 0
答案6831: 17
答案6832: 1/12
答案6833: 14
答案6834: 1/84
答案6835: 2
答案6836: 27
答案6837: 17
答案6838: 7
答案6839: 2/3
答案6840: 1/18
答案6841: 1/5
答案6842: 4/63
答案6843: 4/81
答案6844: 35/512
答案6845: 1/25
答案6846: 2/27
答案6847: 4/45
答案6848: 4/9
答案6849: 0
答案6850: 3
答案6851: 11
答案6852: 17/126
答案6853: 3
答案6854: 4
答案6855: 2
答案6856: 1/27
答案6857: 1
答案6858: 1/8
答案6859: 6
答案6860: 2/27
答案6861: 1/144
答案6862: 3/64
答案6863: 7
答案6864: 9
答案6865: 3/40
答案6866: 3/32
答案6867: 6
答案6868: 1/81
答案6869: 2
答案6870: 13
答案6871: 7/9
答案6872: 5
答案6873: 1/28
答案6874: 12
答案6875: 2/49
答案6876: 7/24
答案6877: 2/21
答案6878: 2
答案6879: 1/8
答案6880: 1/12
答案6881: 3
答案6882: 9
答案6883: 4
答案6884: 15
答案6885: 8/245
答案6886: 16
答案6887: 9
答案6888: 6
答案6889: 11
答案6890: 10
答案6891: 3/4
答案6892: 13
答案6893: 4/5
答案6894: 10
答案6895: 5
答案6896: 1/32
答案6897: 3/8
答案6898: 9
答案6899: 12
答案6900: 7
答案6901: 8
答案6902: 3/16
答案6903: 8
答案6904: 1/350
答案6905: 3
答案6906: 4
答案6907: 8/315
答案6908: 7/8
答案6909: 13
答案6910: 11
答案6911: 2
答案6912: 7
答案6913: 1/4
答案6914: 4
答案6915: 2/7
答案6916: 1/30
答案6917: 7
答案6918: 1/30
答案6919: 8
答案6920: 3/40
答案6921: 6
答案6922: 6
答案6923: 1/56
答案6924: 1/63
答案6925: 1/28
答案6926: 1/35
答案6927: 1/21
答案6928: 1
答案6929: 1/7
答案6930: 1/9
答案6931: 4
答案6932: 1/3
答案6933: 12
答案6934: 12
答案6935: 1/36
答案6936: 4/315
答案6937: 3/13
答案6938: 20
答案6939: 1/18
答案6940: 10
答案6941: 10
答案6942: 1/10
答案6943: 2/45
答案6944: 2
答案6945: 10/159
答案6946: 3/7
答案6947: 1
答案6948: 1/4
答案6949: 5
答案6950: 1/5
答案6951: 1/6
答案6952: 16
答案6953: 1/7
答案6954: 2/5
答案6955: 1
答案6956: 1/2
答案6957: 1/3
答案6958: 6
答案6959: 3
答案6960: 1/84
答案6961: 12
答案6962: 1/8
答案6963: 1/9
答案6964: 11
答案6965: 2
答案6966: 75/112
答案6967: 13
答案6968: 14
答案6969: 11
答案6970: 12
答案6971: 15
答案6972: 16
答案6973: 4/5
答案6974: 8
答案6975: 6/7
答案6976: 4/15
答案6977: 8/9
答案6978: 1
答案6979: 2
答案6980: 1/72
答案6981: 17
答案6982: 73
答案6983: 2
答案6984: 2/9
答案6985: 6
答案6986: 10
答案6987: 1/3
答案6988: 8
答案6989: 4
答案6990: 10
答案6991: 2/3
答案6992: 7/9
答案6993: 4/9
答案6994: 5
答案6995: 18
答案6996: 6
答案6997: 7
答案6998: 1/24
答案6999: 1/16
答案7000: 2/3
答案7001: 4/175
答案7002: 4/245
答案7003: 4/7
答案7004: 9
答案7005: 2
答案7006: 3
答案7007: 1
答案7008: 1
答案7009: 1/105
答案7010: 3
答案7011: 9
答案7012: 6/7
答案7013: 8
答案7014: 1
答案7015: 10
答案7016: 17
答案7017: 13/14
答案7018: 1/32
答案7019: 10
答案7020: 5
答案7021: 7/54
答案7022: 1/9
答案7023: 7/72
答案7024: 2/7
答案7025: 10
答案7026: 9
答案7027: 3/10
答案7028: 12
答案7029: 6
答案7030: 1/32
答案7031: 17
答案7032: 40
答案7033: 1/3
答案7034: 3/133
答案7035: 1/1260
答案7036: 4
答案7037: 13
答案7038: 7
答案7039: 9/112
答案7040: 1/19
答案7041: 6
答案7042: 11
答案7043: 20
答案7044: 13
答案7045: 2
答案7046: 19
答案7047: 10
答案7048: 5
答案7049: 14
答案7050: 10
答案7051: 8
答案7052: 18
答案7053: 7/8
答案7054: 7/9
答案7055: 3
答案7056: 10
答案7057: 7
答案7058: 5
答案7059: 4
答案7060: 15/28
答案7061: 4/27
答案7062: 2/35
答案7063: 5
答案7064: 1/144
答案7065: 1/7
答案7066: 5/432
答案7067: 7
答案7068: 4/21
答案7069: 5/14
答案7070: 1/3
答案7071: 1/4
答案7072: 1/7
答案7073: 12
答案7074: 10
答案7075: 11
答案7076: 1/7
答案7077: 9/56
答案7078: 8
答案7079: 5/49
答案7080: 3/686
答案7081: 1/4
答案7082: 6
答案7083: 1/2
答案7084: 7
答案7085: 3
答案7086: 8
答案7087: 4/7
答案7088: 2/9
答案7089: 17
答案7090: 16
答案7091: 11
答案7092: 14
答案7093: 20
答案7094: 1
答案7095: 15
答案7096: 13
答案7097: 1/12
答案7098: 7
答案7099: 4/5
答案7100: 8
答案7101: 5
答案7102: 5/7
答案7103: 9
答案7104: 4
答案7105: 4/7
答案7106: 10
答案7107: 3
答案7108: 2
答案7109: 12
答案7110: 5/12
答案7111: 3/19
答案7112: 6
答案7113: 4
答案7114: 7/36
答案7115: 5/168
答案7116: 8
答案7117: 14
答案7118: 38
答案7119: 8/63
答案7120: 15
答案7121: 37
答案7122: 16
答案7123: 11
答案7124: 4/9
答案7125: 12
答案7126: 13
答案7127: 2/9
答案7128: 1/9
答案7129: 2/3
答案7130: 1/72
答案7131: 5/448
答案7132: 1/12
答案7133: 4/5
答案7134: 10/31
答案7135: 10
答案7136: 8
答案7137: 5/8
答案7138: 5
答案7139: 1/80
答案7140: 11/105
答案7141: 4/35
答案7142: 11
答案7143: 2
答案7144: 17
答案7145: 5/84
答案7146: 2
答案7147: 3
答案7148: 14
答案7149: 4
答案7150: 8/21
答案7151: 2
答案7152: 4
答案7153: 3
答案7154: 4
答案7155: 11
答案7156: 13
答案7157: 2
答案7158: 10
答案7159: 1/21
答案7160: 7/30
答案7161: 1/60
答案7162: 4/5
答案7163: 11
答案7164: 10
答案7165: 1/6
答案7166: 7
答案7167: 6
答案7168: 5
答案7169: 4
答案7170: 3
答案7171: 32/47
答案7172: 12
答案7173: 11
答案7174: 2/7
答案7175: 9
答案7176: 2
答案7177: 5
答案7178: 18
答案7179: 1/7
答案7180: 15
答案7181: 14
答案7182: 1/3
答案7183: 2/15
答案7184: 2/63
答案7185: 6
答案7186: 7/24
答案7187: 9/14
答案7188: 18
答案7189: 2/3
答案7190: 2/25
答案7191: 6/7
答案7192: 3/4
答案7193: 5/48
答案7194: 1/32
答案7195: 5/36
答案7196: 9
答案7197: 2/9
答案7198: 1/9
答案7199: 4
答案7200: 2/9
答案7201: 4/9
答案7202: 8
答案7203: 6
答案7204: 15
答案7205: 19
答案7206: 3
答案7207: 12
答案7208: 5/6
答案7209: 1/12
答案7210: 13
答案7211: 14
答案7212: 15
答案7213: 16
答案7214: 18
答案7215: 17
答案7216: 6/49
答案7217: 1/12
答案7218: 18
答案7219: 19
答案7220: 8
答案7221: 5/14
答案7222: 4
答案7223: 1/28
答案7224: 10
答案7225: 3/40
答案7226: 13/14
答案7227: 44
答案7228: 1/3
答案7229: 3/16
答案7230: 62/63
答案7231: 2/45
答案7232: 5/32
答案7233: 12/49
答案7234: 7/10
答案7235: 11
答案7236: 5/16
答案7237: 4/9
答案7238: 12
答案7239: 11
答案7240: 4/7
答案7241: 14
答案7242: 10
答案7243: 1/2
答案7244: 15
答案7245: 8
答案7246: 16
答案7247: 3
答案7248: 13
答案7249: 13
答案7250: 5/54
答案7251: 14
答案7252: 17
答案7253: 1/4
答案7254: 18
答案7255: 10
答案7256: 10
答案7257: 2/3
答案7258: 15
答案7259: 13
答案7260: 14
答案7261: 5/8
答案7262: 7/8
答案7263: 12
答案7264: 5/96
答案7265: 4/5
答案7266: 2/3
答案7267: 17/18
答案7268: 8
答案7269: 8/9
答案7270: 10
答案7271: 13
答案7272: 9
答案7273: 4
答案7274: 7
答案7275: 5
答案7276: 1/12
答案7277: 2
答案7278: 3/56
答案7279: 4/71
答案7280: 21
答案7281: 1/6
答案7282: 1/27
答案7283: 2/3
答案7284: 1/45
答案7285: 10/49
答案7286: 6
答案7287: 7/16
答案7288: 2/35
答案7289: 6
答案7290: 1/24
答案7291: 8
答案7292: 4/27
答案7293: 2
答案7294: 3/4
答案7295: 20
答案7296: 5/6
答案7297: 4
答案7298: 8
答案7299: 4/105
答案7300: 5/56
答案7301: 10
答案7302: 7
答案7303: 1/54
答案7304: 7/486
答案7305: 9
答案7306: 1/2
答案7307: 3
答案7308: 18
答案7309: 45
答案7310: 1/54
答案7311: 1/27
答案7312: 2/81
答案7313: 1/196
答案7314: 9
答案7315: 11
答案7316: 4/9
答案7317: 9
答案7318: 17
答案7319: 4/7
答案7320: 2/3
答案7321: 2
答案7322: 2/9
答案7323: 1
答案7324: 18
答案7325: 3/80
答案7326: 19
答案7327: 14
答案7328: 3/40
答案7329: 7/54
答案7330: 3/10
答案7331: 4
答案7332: 8
答案7333: 4
答案7334: 4
答案7335: 3
答案7336: 1/378
答案7337: 6
答案7338: 5/72
答案7339: 9
答案7340: 8
答案7341: 7
答案7342: 3/20
答案7343: 6
答案7344: 1/360
答案7345: 5
答案7346: 3
答案7347: 4
答案7348: 7
答案7349: 8
答案7350: 1/576
答案7351: 5
答案7352: 6
答案7353: 11
答案7354: 9
答案7355: 1/3
答案7356: 9
答案7357: 10
答案7358: 1/6
答案7359: 5/8
答案7360: 3/4
答案7361: 7/96
答案7362: 9/32
答案7363: 20
答案7364: 1/4
答案7365: 3/4
答案7366: 8
答案7367: 2
答案7368: 9
答案7369: 7
答案7370: 12
答案7371: 5
答案7372: 6
答案7373: 13
答案7374: 3
答案7375: 7/16
答案7376: 10
答案7377: 11
答案7378: 14
答案7379: 1/12
答案7380: 1/4
答案7381: 17
答案7382: 9
答案7383: 6
答案7384: 1/24
答案7385: 11
答案7386: 9
答案7387: 3/5
答案7388: 2/135
答案7389: 1/2
答案7390: 1/72
答案7391: 6
答案7392: 5/27
答案7393: 8
答案7394: 10
答案7395: 11
答案7396: 4
答案7397: 7/18
答案7398: 7/9
答案7399: 7
答案7400: 6
答案7401: 2
答案7402: 16/105
答案7403: 15
答案7404: 4
答案7405: 35
答案7406: 21
答案7407: 63
答案7408: 4/21
答案7409: 56
答案7410: 49
答案7411: 19
答案7412: 42
答案7413: 4/9
答案7414: 5
答案7415: 8
答案7416: 2
答案7417: 1/48
答案7418: 13
答案7419: 12/19
答案7420: 13
答案7421: 2
答案7422: 3/280
答案7423: 3/40
答案7424: 10
答案7425: 11
答案7426: 5
答案7427: 8/9
答案7428: 10
答案7429: 8/9
答案7430: 4
答案7431: 3/5
答案7432: 3/4
答案7433: 9
答案7434: 1/5
答案7435: 1/2
答案7436: 12
答案7437: 2/3
答案7438: 3
答案7439: 3
答案7440: 4
答案7441: 8
答案7442: 4/15
答案7443: 2/45
答案7444: 25/56
答案7445: 9
答案7446: 3
答案7447: 2
答案7448: 20
答案7449: 7
答案7450: 20
答案7451: 14
答案7452: 13
答案7453: 12
答案7454: 1
答案7455: 5
答案7456: 7/9
答案7457: 9
答案7458: 17
答案7459: 1/75
答案7460: 2
答案7461: 19
答案7462: 18
答案7463: 7/162
答案7464: 4/5
答案7465: 1/49
答案7466: 6
答案7467: 12
答案7468: 4
答案7469: 15
答案7470: 16
答案7471: 17
答案7472: 5/14
答案7473: 1/5
答案7474: 8
答案7475: 1/9
答案7476: 1/16
答案7477: 7/8
答案7478: 7
答案7479: 5
答案7480: 6/7
答案7481: 3
答案7482: 1
答案7483: 6
答案7484: 2
答案7485: 67/126
答案7486: 14
答案7487: 1/189
答案7488: 8
答案7489: 10
答案7490: 9
答案7491: 3/35
答案7492: 1/6
答案7493: 11
答案7494: 1/12
答案7495: 3/7
答案7496: 2/3
答案7497: 3/14
答案7498: 15
答案7499: 4/9
答案7500: 14
答案7501: 3/1960
答案7502: 12
答案7503: 1/2
答案7504: 7/648
答案7505: 2
答案7506: 5/1008
答案7507: 1
答案7508: 5
答案7509: 3
答案7510: 7
答案7511: 6
答案7512: 18
答案7513: 4
答案7514: 11
答案7515: 10
答案7516: 7
答案7517: 2/3
答案7518: 14
答案7519: 3/4
答案7520: 3/8
答案7521: 1/12
答案7522: 5/32
答案7523: 12
答案7524: 1/7
答案7525: 2
答案7526: 16
答案7527: 3/7
答案7528: 9
答案7529: 1/24
答案7530: 9
答案7531: 10
答案7532: 5/36
答案7533: 1/2
答案7534: 7
答案7535: 13
答案7536: 0
答案7537: 1/42
答案7538: 1/7
答案7539: 18
答案7540: 2/3
答案7541: 9
答案7542: 9/70
答案7543: 2/175
答案7544: 3
答案7545: 8
答案7546: 5
答案7547: 2
答案7548: 1/48
答案7549: 12
答案7550: 7
答案7551: 5/18
答案7552: 10
答案7553: 4/63
答案7554: 1/27
答案7555: 4/27
答案7556: 4
答案7557: 6
答案7558: 9
答案7559: 9/28
答案7560: 7/144
答案7561: 1/9
答案7562: 2
答案7563: 11
答案7564: 17
答案7565: 1/16
答案7566: 13
答案7567: 16
答案7568: 17
答案7569: 18
答案7570: 13
答案7571: 15
答案7572: 1/21
答案7573: 4/35
答案7574: 5/672
答案7575: 6
答案7576: 5/294
答案7577: 6
答案7578: 3/8
答案7579: 0
答案7580: 9/10
答案7581: 8
答案7582: 2/63
答案7583: 7/22
答案7584: 5
答案7585: 4
答案7586: 2/21
答案7587: 1/14
答案7588: 8
答案7589: 2/7
答案7590: 1/7
答案7591: 2/49
答案7592: 1/28
答案7593: 2/35
答案7594: 1/21
答案7595: 1/16
答案7596: 1/108
答案7597: 3/40
答案7598: 3/56
答案7599: 3/80
答案7600: 8
答案7601: 1/21
答案7602: 16/21
答案7603: 1/36
答案7604: 9
答案7605: 1/20
答案7606: 3/16
答案7607: 13
答案7608: 1/24
答案7609: 1/28
答案7610: 1/32
答案7611: 1/4
答案7612: 1/8
答案7613: 15
答案7614: 11
答案7615: 1/16
答案7616: 13
答案7617: 2/19
答案7618: 15
答案7619: 7/44
答案7620: 15
答案7621: 3/8
答案7622: 10
答案7623: 5
答案7624: 18
答案7625: 17
答案7626: 16
答案7627: 1/32
答案7628: 14
答案7629: 15
答案7630: 12
答案7631: 1/48
答案7632: 7/72
答案7633: 13
答案7634: 10
答案7635: 11
答案7636: 13
答案7637: 3
答案7638: 19
答案7639: 11
答案7640: 15
答案7641: 14
答案7642: 1/35
答案7643: 11
答案7644: 8/189
答案7645: 1/3
答案7646: 1/28
答案7647: 11
答案7648: 10
答案7649: 9
答案7650: 8
答案7651: 25
答案7652: 17
答案7653: 12
答案7654: 4
答案7655: 6
答案7656: 5/24
答案7657: 2
答案7658: 8/17
答案7659: 1
答案7660: 4
答案7661: 17/18
答案7662: 4
答案7663: 8/9
答案7664: 3/100
答案7665: 8/315
答案7666: 2/9
答案7667: 19
答案7668: 1/20
答案7669: 9/40
答案7670: 7
答案7671: 3
答案7672: 8
答案7673: 13
答案7674: 7/18
答案7675: 9
答案7676: 1/3
答案7677: 10
答案7678: 6
答案7679: 7/243
答案7680: 5
答案7681: 2
答案7682: 6
答案7683: 7/9
答案7684: 6
答案7685: 5
答案7686: 8
答案7687: 11
答案7688: 10
答案7689: 9
答案7690: 12
答案7691: 12
答案7692: 2/175
答案7693: 4
答案7694: 5
答案7695: 7/8
答案7696: 28/31
答案7697: 63
答案7698: 2/7
答案7699: 1/72
答案7700: 2/21
答案7701: 6
答案7702: 3/5
答案7703: 8/21
答案7704: 8/75
答案7705: 4/7
答案7706: 3/10
答案7707: 1
答案7708: 55/72
答案7709: 7/27
答案7710: 13/14
答案7711: 7/81
答案7712: 5
答案7713: 2
答案7714: 16
答案7715: 3
答案7716: 8/9
答案7717: 17
答案7718: 1/8
答案7719: 4
答案7720: 7/54
答案7721: 2
答案7722: 7/48
答案7723: 1/6
答案7724: 1/5
答案7725: 9
答案7726: 10
答案7727: 7
答案7728: 8
答案7729: 40/567
答案7730: 1/36
答案7731: 4
答案7732: 16
答案7733: 7/36
答案7734: 7/24
答案7735: 9
答案7736: 7/18
答案7737: 20
答案7738: 7/12
答案7739: 7
答案7740: 17
答案7741: 18
答案7742: 15
答案7743: 16
答案7744: 3/32
答案7745: 2/9
答案7746: 2
答案7747: 10
答案7748: 1/3
答案7749: 2/3
答案7750: 4
答案7751: 1/4
答案7752: 19
答案7753: 1/4
答案7754: 14
答案7755: 1/3
答案7756: 3
答案7757: 4/9
答案7758: 2
答案7759: 7/144
答案7760: 1
答案7761: 1
答案7762: 1/12
答案7763: 35
答案7764: 2/3
答案7765: 20
答案7766: 2/21
答案7767: 3/56
答案7768: 1/9
答案7769: 1/9
答案7770: 1/8
答案7771: 6
答案7772: 2/27
答案7773: 16
答案7774: 6
答案7775: 10
答案7776: 7
答案7777: 16
答案7778: 11
答案7779: 1/3
答案7780: 7/72
答案7781: 3
答案7782: 1/16
答案7783: 4
答案7784: 7/9
答案7785: 4
答案7786: 2/7
答案7787: 1/12
答案7788: 1/80
答案7789: 11
答案7790: 10
答案7791: 5/21
答案7792: 4
答案7793: 1
答案7794: 2
答案7795: 13
答案7796: 9
答案7797: 1/5
答案7798: 5/126
答案7799: 16
答案7800: 19
答案7801: 17/21
答案7802: 8
答案7803: 2/15
答案7804: 11
答案7805: 10
答案7806: 9
答案7807: 8
答案7808: 5/8
答案7809: 10
答案7810: 5/48
答案7811: 25/36
答案7812: 0
答案7813: 7
答案7814: 0
答案7815: 2/9
答案7816: 0
答案7817: 7/36
答案7818: 1/24
答案7819: 1/9
答案7820: 1/16
答案7821: 4
答案7822: 0
答案7823: 3
答案7824: 5
答案7825: 5/32
答案7826: 0
答案7827: 1
答案7828: 6
答案7829: 5
答案7830: 7
答案7831: 1/21
答案7832: 2
答案7833: 6
答案7834: 4
答案7835: 1/9
答案7836: 3
答案7837: 1/6
答案7838: 8
答案7839: 6
答案7840: 2/5
答案7841: 32/147
答案7842: 5
答案7843: 6
答案7844: 7
答案7845: 13
答案7846: 6
答案7847: 11
答案7848: 1/4
答案7849: 10
答案7850: 5/9
答案7851: 12
答案7852: 4/11
答案7853: 6
答案7854: 5
答案7855: 9
答案7856: 1/14
答案7857: 1/2
答案7858: 11
答案7859: 1/6
答案7860: 1/12
答案7861: 2/9
答案7862: 10
答案7863: 10
答案7864: 13
答案7865: 1/18
答案7866: 8
答案7867: 12
答案7868: 2/3
答案7869: 11
答案7870: 7
答案7871: 1/36
答案7872: 10
答案7873: 6
答案7874: 1/42
答案7875: 13
答案7876: 12
答案7877: 1/48
答案7878: 1/54
答案7879: 1/81
答案7880: 2/27
答案7881: 12
答案7882: 1/9
答案7883: 2/15
答案7884: 1/49
答案7885: 5/27
答案7886: 8
答案7887: 2/3
答案7888: 14
答案7889: 3/4
答案7890: 9
答案7891: 4/5
答案7892: 2/7
答案7893: 5/6
答案7894: 7
答案7895: 1
答案7896: 5/8
答案7897: 6
答案7898: 5
答案7899: 20
答案7900: 1/84
答案7901: 14
答案7902: 1/3
答案7903: 12
答案7904: 5
答案7905: 2
答案7906: 9
答案7907: 16
答案7908: 1
答案7909: 8/81
答案7910: 14
答案7911: 8/243
答案7912: 32
答案7913: 2
答案7914: 5
答案7915: 1/56
答案7916: 5
答案7917: 9
答案7918: 14
答案7919: 13
答案7920: 1/96
答案7921: 11
答案7922: 2/3
答案7923: 4/25
答案7924: 4
答案7925: 14
答案7926: 4/9
答案7927: 5
答案7928: 7
答案7929: 6
答案7930: 4
答案7931: 13
答案7932: 12
答案7933: 2
答案7934: 4/5
答案7935: 4
答案7936: 10
答案7937: 1/216
答案7938: 1/18
答案7939: 1/9
答案7940: 5/27
答案7941: 2
答案7942: 5/54
答案7943: 5/63
答案7944: 1/3
答案7945: 1/27
答案7946: 5/12
答案7947: 1/162
答案7948: 13
答案7949: 5
答案7950: 3/20
答案7951: 5
答案7952: 3/8
答案7953: 1/2
答案7954: 17
答案7955: 16
答案7956: 5/6
答案7957: 19
答案7958: 15
答案7959: 14
答案7960: 1/40
答案7961: 18
答案7962: 13
答案7963: 19
答案7964: 18
答案7965: 19
答案7966: 20
答案7967: 14
答案7968: 15
答案7969: 16
答案7970: 4/9
答案7971: 17
答案7972: 5/6
答案7973: 4/27
答案7974: 20
答案7975: 2
答案7976: 3
答案7977: 19
答案7978: 12
答案7979: 18
答案7980: 13
答案7981: 1/16
答案7982: 1/72
答案7983: 2/3
答案7984: 1/96
答案7985: 1/9
答案7986: 5/6
答案7987: 16
答案7988: 16/21
答案7989: 1/240
答案7990: 7
